Accident_ID,District,Police_Station,Accident_DateTime,Latitude,Longitude,Road_Name,Road_Classification,Severity,No_of_Vehicles,Drivers_Killed,Drivers_Grievous_Injury,Drivers_Minor_Injury,Passengers_Killed,Passengers_Grievous_Injury,Passengers_Minor_Injury,Pedestrians_Killed,Pedestrians_Grievous_Injury,Pedestrians_Minor_Injury,Collision_Type,Collision_Feature,Weather_Condition,Light_Condition,Visibility,Traffic_Violation,Date,Year,Month,Hour,DayOfWeek,Month_Name,Severity_Score,Total_Killed,Total_Injured,Time_Category
ACC00132,Vadodara,Gotri PS,2021-04-01 18:41:00,21.938242,74.184016,Ring Road,National Highway,Minor,3,0,0,2,0,0,1,0,0,0,Head-On,Unknown,Foggy,Night - Street Light On,Moderate,Overloading,2021-04-01,2021,4,18,Thursday,Apr,1,0,3,Evening
ACC00133,Bharuch,Bharuch City PS,2023-09-16 03:18:00,24.523948,74.02626,NH-53,Urban Road,Minor,1,0,0,2,0,0,0,0,0,1,Side Impact,Bridge,Rainy,Dawn/Dusk,Poor,Overloading,2023-09-16,2023,9,3,Saturday,Sep,1,0,3,Night
ACC00135,Vadodara,Fatehgunj PS,2024-08-04 21:27:00,23.491986,70.932323,Ring Road,State Highway,Grievous,1,0,1,2,0,1,1,0,1,0,Hit & Run,Unknown,Rainy,Night - Street Light On,Poor,Drunk Driving,2024-08-04,2024,8,21,Sunday,Aug,2,0,6,Evening
ACC00136,Ahmedabad,Chandkheda PS,2024-10-05 15:33:00,21.541659,70.573027,NH-27,Urban Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Side Impact,Bridge,Hazy,Night - Street Light On,Poor,Unknown,2024-10-05,2024,10,15,Saturday,Oct,0,0,0,Afternoon
ACC00137,Vadodara,Waghodiya PS,2021-08-30 07:19:00,21.817208,70.547319,Industrial Road,Urban Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Rear-End,Bridge,Rainy,Dawn/Dusk,Moderate,Unknown,2021-08-30,2021,8,7,Monday,Aug,0,0,0,Morning
ACC00138,Mehsana,Visnagar PS,2021-10-15 05:20:00,22.949286,74.096604,Bypass Road,District Road,Minor,4,0,0,2,0,0,2,0,0,1,Rear-End,Bridge,Hazy,Dawn/Dusk,Unknown,Unknown,2021-10-15,2021,10,5,Friday,Oct,1,0,5,Night
ACC00139,Mehsana,Unjha PS,2021-06-19 18:01:00,21.114436,69.516514,SH-14,Urban Road,Minor,1,0,0,2,0,0,2,0,0,1,Rear-End,Speed Breaker,Unknown,Dawn/Dusk,Good,Unknown,2021-06-19,2021,6,18,Saturday,Jun,1,0,5,Evening
ACC00141,Bhavnagar,Palitana PS,2021-12-06 19:08:00,23.842237,71.691468,Airport Road,Urban Road,Grievous,3,0,3,2,0,0,0,0,0,1,Side Impact,Curve,Foggy,Night - No Street Light,Poor,Unknown,2021-12-06,2021,12,19,Monday,Dec,2,0,6,Evening
ACC00142,Gandhinagar,Sector 7 PS,2024-12-07 04:15:00,21.581645,73.414401,Ring Road,State Highway,Fatal,1,2,0,1,0,1,0,1,1,1,Hit & Run,Pothole Area,Foggy,Dawn/Dusk,Unknown,Overloading,2024-12-07,2024,12,4,Saturday,Dec,3,3,4,Night
ACC00143,Bhavnagar,Bhavnagar City PS,2021-07-10 23:29:00,23.307529,73.112771,Ring Road,District Road,Fatal,3,1,1,1,2,0,2,0,0,0,Rear-End,Flyover,Rainy,Dawn/Dusk,Poor,No Helmet,2021-07-10,2021,7,23,Saturday,Jul,3,3,4,Night
ACC00144,Mehsana,Mehsana City PS,2021-09-12 05:28:00,24.662456,74.372873,NH-53,District Road,Minor,1,0,0,2,0,0,2,0,0,0,Single Vehicle,Flyover,Foggy,Daylight,Poor,Mobile Phone Use,2021-09-12,2021,9,5,Sunday,Sep,1,0,4,Night
ACC00145,Surat,Adajan PS,2024-07-05 09:46:00,21.177062,72.533298,NH-48,State Highway,Minor,1,0,0,3,0,0,1,0,0,0,Rear-End,Curve,Hazy,Night - Street Light On,Unknown,Over Speeding,2024-07-05,2024,7,9,Friday,Jul,1,0,4,Morning
ACC00146,Anand,Vallabh Vidyanagar PS,2023-09-06 02:14:00,23.461512,70.074114,SH-14,National Highway,Fatal,1,2,1,1,2,0,2,0,1,0,Rear-End,Flyover,Rainy,Night - Street Light On,Good,Unknown,2023-09-06,2023,9,2,Wednesday,Sep,3,4,5,Night
ACC00147,Bhavnagar,Palitana PS,2022-03-21 02:57:00,23.56125,70.519401,Ring Road,Urban Road,Grievous,3,0,1,2,0,1,2,0,0,0,Side Impact,Curve,Foggy,Daylight,Moderate,Unknown,2022-03-21,2022,3,2,Monday,Mar,2,0,6,Night
ACC00150,Ahmedabad,Chandkheda PS,2021-06-11 16:58:00,23.817076,70.561608,City Road,District Road,Fatal,2,1,0,1,0,2,1,0,1,0,Pedestrian Hit,Pothole Area,Unknown,Daylight,Poor,No Seatbelt,2021-06-11,2021,6,16,Friday,Jun,3,1,5,Afternoon
ACC00151,Vadodara,Sayajigunj PS,2021-01-26 22:08:00,20.85363,71.394934,NH-8,National Highway,Minor,1,0,0,2,0,0,1,0,0,1,Pedestrian Hit,Curve,Foggy,Night - Street Light On,Poor,Drunk Driving,2021-01-26,2021,1,22,Tuesday,Jan,1,0,4,Night
ACC00153,Surat,Adajan PS,2023-01-16 12:58:00,24.383336,71.583048,Expressway,Urban Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Single Vehicle,Curve,Foggy,Night - Street Light On,Unknown,No Helmet,2023-01-16,2023,1,12,Monday,Jan,0,0,0,Afternoon
ACC00155,Mehsana,Visnagar PS,2024-04-26 15:49:00,23.469331,73.114633,NH-53,Urban Road,Grievous,1,0,2,2,0,2,2,0,0,1,Head-On,Straight Road,Rainy,Night - No Street Light,Good,No Helmet,2024-04-26,2024,4,15,Friday,Apr,2,0,9,Afternoon
ACC00156,Rajkot,Bhaktinagar PS,2022-05-03 13:31:00,24.573772,69.862899,NH-48,State Highway,Fatal,1,2,2,0,0,0,0,1,0,1,Rear-End,Speed Breaker,Cloudy,Night - No Street Light,Unknown,Drunk Driving,2022-05-03,2022,5,13,Tuesday,May,3,3,3,Afternoon
ACC00157,Rajkot,Kalavad Road PS,2022-06-19 10:59:00,23.323338,70.103764,SH-14,National Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Rear-End,Curve,Rainy,Daylight,Moderate,Drunk Driving,2022-06-19,2022,6,10,Sunday,Jun,0,0,0,Morning
ACC00158,Mehsana,Kadi PS,2022-10-06 13:07:00,24.53732,70.042339,SH-14,Urban Road,Minor,3,0,0,1,0,0,0,0,0,0,Pedestrian Hit,Curve,Unknown,Night - No Street Light,Good,Wrong Side Driving,2022-10-06,2022,10,13,Thursday,Oct,1,0,1,Afternoon
ACC00159,Bharuch,Vagra PS,2023-11-18 01:43:00,23.872412,74.098209,SH-41,State Highway,Grievous,2,0,1,0,0,0,0,0,0,0,Hit & Run,Speed Breaker,Rainy,Daylight,Unknown,Drunk Driving,2023-11-18,2023,11,1,Saturday,Nov,2,0,1,Night
ACC00161,Mehsana,Mehsana City PS,2023-02-23 21:27:00,21.087694,69.863084,NH-53,District Road,Minor,4,0,0,1,0,0,0,0,0,1,Head-On,Speed Breaker,Rainy,Night - No Street Light,Unknown,No Seatbelt,2023-02-23,2023,2,21,Thursday,Feb,1,0,2,Evening
ACC00162,Anand,Vallabh Vidyanagar PS,2023-05-09 06:41:00,22.518745,73.153659,NH-8,Urban Road,Grievous,4,0,3,1,0,1,2,0,1,1,Head-On,Flyover,Unknown,Night - No Street Light,Unknown,Unknown,2023-05-09,2023,5,6,Tuesday,May,2,0,9,Morning
ACC00163,Vadodara,Sayajigunj PS,2022-10-16 19:14:00,23.829171,73.194519,Bypass Road,Rural Road,Minor,2,0,0,2,0,0,2,0,0,0,Rollover,Speed Breaker,Rainy,Night - Street Light On,Good,Wrong Side Driving,2022-10-16,2022,10,19,Sunday,Oct,1,0,4,Evening
ACC00164,Rajkot,Bhaktinagar PS,2023-03-07 11:59:00,23.988016,71.832873,NH-8,District Road,Minor,0,0,0,2,0,0,2,0,0,1,Single Vehicle,Speed Breaker,Clear,Night - No Street Light,Moderate,Unknown,2023-03-07,2023,3,11,Tuesday,Mar,1,0,5,Morning
ACC00166,Ahmedabad,Chandkheda PS,2024-12-13 21:25:00,21.648181,74.247922,Expressway,State Highway,Minor,3,0,0,1,0,0,2,0,0,0,Hit & Run,Bridge,Unknown,Night - No Street Light,Moderate,Unknown,2024-12-13,2024,12,21,Friday,Dec,1,0,3,Evening
ACC00170,Vadodara,Sayajigunj PS,2021-07-27 10:13:00,21.982687,73.931114,Airport Road,District Road,Fatal,0,0,1,0,0,1,0,1,0,1,Side Impact,Junction/Intersection,Rainy,Daylight,Good,No Seatbelt,2021-07-27,2021,7,10,Tuesday,Jul,3,1,3,Morning
ACC00174,Vadodara,Sayajigunj PS,2023-05-18 02:43:00,24.687438,73.354881,SH-14,District Road,Fatal,4,2,0,1,1,2,2,1,0,1,Side Impact,Flyover,Clear,Daylight,Unknown,Unknown,2023-05-18,2023,5,2,Thursday,May,3,4,6,Night
ACC00176,Surat,Katargam PS,2022-07-19 12:09:00,23.231739,70.593494,SH-20,District Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Single Vehicle,Pothole Area,Cloudy,Night - No Street Light,Poor,Over Speeding,2022-07-19,2022,7,12,Tuesday,Jul,0,0,0,Afternoon
ACC00178,Junagadh,Keshod PS,2021-05-15 09:45:00,20.723989,73.639795,NH-48,National Highway,Minor,4,0,0,1,0,0,0,0,0,0,Rear-End,Flyover,Rainy,Daylight,Moderate,Over Speeding,2021-05-15,2021,5,9,Saturday,May,1,0,1,Morning
ACC00179,Gandhinagar,Mansa PS,2023-08-09 16:25:00,20.669815,70.446541,Industrial Road,National Highway,Minor,3,0,0,3,0,0,2,0,0,0,Hit & Run,Flyover,Cloudy,Night - No Street Light,Poor,Signal Jumping,2023-08-09,2023,8,16,Wednesday,Aug,1,0,5,Afternoon
ACC00181,Rajkot,Kalavad Road PS,2024-05-30 09:45:00,23.056605,70.471795,SH-20,State Highway,Minor,3,0,0,3,0,0,2,0,0,1,Hit & Run,Bridge,Foggy,Dawn/Dusk,Good,Over Speeding,2024-05-30,2024,5,9,Thursday,May,1,0,6,Morning
ACC00182,Gandhinagar,Sector 21 PS,2023-09-14 02:21:00,23.046736,69.745226,Expressway,District Road,Minor,4,0,0,3,0,0,1,0,0,0,Single Vehicle,Curve,Hazy,Night - Street Light On,Good,Unknown,2023-09-14,2023,9,2,Thursday,Sep,1,0,4,Night
ACC00183,Surat,Adajan PS,2022-08-29 08:58:00,21.886065,72.560834,Industrial Road,Rural Road,Grievous,3,0,2,2,0,2,0,0,1,0,Pedestrian Hit,Pothole Area,Unknown,Night - Street Light On,Unknown,Unknown,2022-08-29,2022,8,8,Monday,Aug,2,0,7,Morning
ACC00184,Ahmedabad,Bodakdev PS,2021-09-20 23:16:00,22.671546,74.065617,SH-20,Rural Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Single Vehicle,Junction/Intersection,Rainy,Night - No Street Light,Unknown,No Helmet,2021-09-20,2021,9,23,Monday,Sep,0,0,0,Night
ACC00187,Junagadh,Keshod PS,2023-02-04 00:57:00,23.932852,72.363513,City Road,National Highway,Minor,4,0,0,3,0,0,2,0,0,1,Single Vehicle,Pothole Area,Foggy,Night - No Street Light,Moderate,Drunk Driving,2023-02-04,2023,2,0,Saturday,Feb,1,0,6,Night
ACC00188,Vadodara,Sayajigunj PS,2021-04-04 09:18:00,22.493327,70.832091,City Road,National Highway,Grievous,1,0,1,0,0,0,2,0,0,0,Rear-End,Bridge,Foggy,Night - Street Light On,Moderate,No Seatbelt,2021-04-04,2021,4,9,Sunday,Apr,2,0,3,Morning
ACC00189,Bhavnagar,Mahuva PS,2021-12-13 03:23:00,23.743785,72.134023,NH-8,Urban Road,Fatal,1,1,2,0,1,1,1,1,0,0,Rollover,Speed Breaker,Clear,Daylight,Good,Over Speeding,2021-12-13,2021,12,3,Monday,Dec,3,3,4,Night
ACC00191,Anand,Khambhat PS,2021-11-25 01:35:00,21.055392,70.182803,NH-48,National Highway,Minor,1,0,0,3,0,0,2,0,0,0,Head-On,Straight Road,Hazy,Dawn/Dusk,Moderate,Drunk Driving,2021-11-25,2021,11,1,Thursday,Nov,1,0,5,Night
ACC00196,Mehsana,Visnagar PS,2024-09-21 21:41:00,23.959552,74.323087,NH-48,Rural Road,Minor,1,0,0,2,0,0,1,0,0,0,Head-On,Curve,Hazy,Dawn/Dusk,Unknown,Signal Jumping,2024-09-21,2024,9,21,Saturday,Sep,1,0,3,Evening
ACC00198,Ahmedabad,Bodakdev PS,2023-04-25 01:35:00,23.89918,74.167979,City Road,State Highway,Damage Only,1,0,0,0,0,0,0,0,0,0,Side Impact,Speed Breaker,Rainy,Dawn/Dusk,Poor,No Helmet,2023-04-25,2023,4,1,Tuesday,Apr,0,0,0,Night
ACC00199,Rajkot,Kalawad PS,2022-11-11 17:49:00,22.276415,72.610255,NH-27,Urban Road,Minor,3,0,0,3,0,0,2,0,0,1,Head-On,Curve,Clear,Night - No Street Light,Poor,Unknown,2022-11-11,2022,11,17,Friday,Nov,1,0,6,Afternoon
ACC00200,Ahmedabad,Naranpura PS,2021-12-03 15:08:00,23.51555,69.702023,SH-6,Urban Road,Minor,3,0,0,1,0,0,1,0,0,0,Rear-End,Flyover,Cloudy,Night - Street Light On,Unknown,Wrong Side Driving,2021-12-03,2021,12,15,Friday,Dec,1,0,2,Afternoon
ACC00202,Vadodara,Sayajigunj PS,2023-03-05 21:38:00,21.580481,70.737588,Industrial Road,District Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Single Vehicle,Junction/Intersection,Cloudy,Night - No Street Light,Poor,Overloading,2023-03-05,2023,3,21,Sunday,Mar,0,0,0,Evening
ACC00203,Vadodara,Manjalpur PS,2024-05-18 22:56:00,21.475,73.522458,Expressway,State Highway,Damage Only,0,0,0,0,0,0,0,0,0,0,Single Vehicle,Pothole Area,Rainy,Night - Street Light On,Moderate,Unknown,2024-05-18,2024,5,22,Saturday,May,0,0,0,Night
ACC00206,Surat,Varachha PS,2022-02-20 19:55:00,24.102543,73.842364,Expressway,State Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Single Vehicle,Flyover,Hazy,Night - Street Light On,Moderate,Mobile Phone Use,2022-02-20,2022,2,19,Sunday,Feb,0,0,0,Evening
ACC00207,Vadodara,Sayajigunj PS,2022-01-18 05:47:00,21.835112,71.606571,NH-53,Rural Road,Minor,1,0,0,1,0,0,1,0,0,0,Rear-End,Junction/Intersection,Clear,Night - No Street Light,Unknown,Signal Jumping,2022-01-18,2022,1,5,Tuesday,Jan,1,0,2,Night
ACC00209,Bharuch,Jhagadia PS,2022-08-25 06:48:00,22.284343,72.838443,City Road,State Highway,Grievous,3,0,1,1,0,1,1,0,0,1,Head-On,Junction/Intersection,Cloudy,Night - Street Light On,Moderate,Over Speeding,2022-08-25,2022,8,6,Thursday,Aug,2,0,5,Morning
ACC00210,Junagadh,Veraval PS,2023-11-20 16:28:00,21.463596,70.11797,NH-27,Urban Road,Minor,2,0,0,3,0,0,1,0,0,0,Head-On,Flyover,Hazy,Daylight,Good,Wrong Side Driving,2023-11-20,2023,11,16,Monday,Nov,1,0,4,Afternoon
ACC00211,Rajkot,Bhaktinagar PS,2024-12-10 23:49:00,23.85707,72.422074,NH-48,Urban Road,Minor,3,0,0,3,0,0,0,0,0,0,Hit & Run,Straight Road,Clear,Daylight,Good,Signal Jumping,2024-12-10,2024,12,23,Tuesday,Dec,1,0,3,Night
ACC00213,Bhavnagar,Bhavnagar City PS,2022-07-31 14:24:00,23.139327,71.460847,NH-53,National Highway,Minor,3,0,0,1,0,0,2,0,0,0,Single Vehicle,Flyover,Hazy,Night - No Street Light,Moderate,Mobile Phone Use,2022-07-31,2022,7,14,Sunday,Jul,1,0,3,Afternoon
ACC00215,Bhavnagar,Talaja PS,2022-02-02 03:11:00,22.709546,72.831563,Airport Road,State Highway,Fatal,2,2,1,1,2,2,0,1,0,0,Hit & Run,Straight Road,Foggy,Daylight,Poor,Drunk Driving,2022-02-02,2022,2,3,Wednesday,Feb,3,5,4,Night
ACC00216,Gandhinagar,Dehgam PS,2021-05-23 06:20:00,21.610392,72.468786,NH-53,National Highway,Minor,3,0,0,1,0,0,0,0,0,1,Rollover,Flyover,Foggy,Dawn/Dusk,Moderate,Over Speeding,2021-05-23,2021,5,6,Sunday,May,1,0,2,Morning
ACC00217,Gandhinagar,Mansa PS,2021-10-03 21:46:00,22.307788,72.981032,Bypass Road,District Road,Fatal,2,1,0,0,2,2,2,0,1,0,Rollover,Pothole Area,Hazy,Daylight,Poor,Signal Jumping,2021-10-03,2021,10,21,Sunday,Oct,3,3,5,Evening
ACC00218,Bhavnagar,Sihor PS,2021-03-17 17:16:00,24.69415,72.983743,SH-20,National Highway,Minor,1,0,0,2,0,0,1,0,0,0,Hit & Run,Flyover,Hazy,Night - No Street Light,Moderate,Overloading,2021-03-17,2021,3,17,Wednesday,Mar,1,0,3,Afternoon
ACC00219,Rajkot,Bhaktinagar PS,2024-11-02 05:48:00,22.152614,74.076885,City Road,National Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Pothole Area,Unknown,Dawn/Dusk,Poor,Over Speeding,2024-11-02,2024,11,5,Saturday,Nov,0,0,0,Night
ACC00220,Mehsana,Unjha PS,2021-05-09 08:23:00,23.175494,73.086201,Ring Road,Urban Road,Fatal,3,2,2,1,1,1,1,0,1,0,Hit & Run,Straight Road,Clear,Night - No Street Light,Good,Unknown,2021-05-09,2021,5,8,Sunday,May,3,3,6,Morning
ACC00221,Anand,Vallabh Vidyanagar PS,2023-11-24 12:22:00,21.687149,73.689183,NH-48,National Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Rollover,Bridge,Rainy,Night - Street Light On,Good,Unknown,2023-11-24,2023,11,12,Friday,Nov,0,0,0,Afternoon
ACC00222,Rajkot,Mavdi PS,2022-01-18 05:23:00,23.857993,70.712066,SH-20,State Highway,Grievous,2,0,2,2,0,0,0,0,0,0,Single Vehicle,Pothole Area,Cloudy,Dawn/Dusk,Moderate,Unknown,2022-01-18,2022,1,5,Tuesday,Jan,2,0,4,Night
ACC00224,Mehsana,Patan PS,2023-08-24 15:10:00,21.989528,71.770671,NH-8,Rural Road,Minor,1,0,0,1,0,0,1,0,0,1,Rear-End,Speed Breaker,Foggy,Night - Street Light On,Poor,Overloading,2023-08-24,2023,8,15,Thursday,Aug,1,0,3,Afternoon
ACC00226,Rajkot,Kalawad PS,2023-02-20 11:37:00,24.276151,71.729561,Ring Road,Urban Road,Minor,4,0,0,2,0,0,0,0,0,0,Rear-End,Flyover,Rainy,Daylight,Poor,Unknown,2023-02-20,2023,2,11,Monday,Feb,1,0,2,Morning
ACC00228,Bhavnagar,Talaja PS,2024-06-07 08:43:00,21.036991,71.612645,NH-53,National Highway,Minor,2,0,0,3,0,0,0,0,0,0,Side Impact,Bridge,Foggy,Night - No Street Light,Poor,No Seatbelt,2024-06-07,2024,6,8,Friday,Jun,1,0,3,Morning
ACC00229,Mehsana,Unjha PS,2021-07-25 06:32:00,21.656814,72.491462,Expressway,National Highway,Minor,4,0,0,1,0,0,0,0,0,1,Head-On,Pothole Area,Clear,Daylight,Moderate,Overloading,2021-07-25,2021,7,6,Sunday,Jul,1,0,2,Morning
ACC00230,Rajkot,Kalavad Road PS,2021-06-13 19:02:00,24.381151,72.233904,SH-14,National Highway,Fatal,2,2,0,0,2,2,2,1,0,0,Single Vehicle,Straight Road,Rainy,Dawn/Dusk,Unknown,Over Speeding,2021-06-13,2021,6,19,Sunday,Jun,3,5,4,Evening
ACC00233,Mehsana,Kadi PS,2024-02-28 15:49:00,21.66244,72.394046,Industrial Road,Rural Road,Grievous,2,0,3,2,0,1,0,0,1,1,Pedestrian Hit,Unknown,Clear,Night - No Street Light,Good,No Seatbelt,2024-02-28,2024,2,15,Wednesday,Feb,2,0,8,Afternoon
ACC00234,Junagadh,Manavadar PS,2021-01-20 22:53:00,21.421532,72.817365,SH-20,State Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Head-On,Curve,Cloudy,Night - No Street Light,Poor,Wrong Side Driving,2021-01-20,2021,1,22,Wednesday,Jan,0,0,0,Night
ACC00235,Vadodara,Fatehgunj PS,2023-10-19 23:12:00,21.21346,69.544007,SH-41,State Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Rear-End,Junction/Intersection,Rainy,Daylight,Good,Drunk Driving,2023-10-19,2023,10,23,Thursday,Oct,0,0,0,Night
ACC00236,Bhavnagar,Bhavnagar City PS,2024-01-14 01:54:00,22.95507,74.307776,Industrial Road,National Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Curve,Hazy,Night - No Street Light,Unknown,Wrong Side Driving,2024-01-14,2024,1,1,Sunday,Jan,0,0,0,Night
ACC00237,Surat,Piplod PS,2023-05-17 15:34:00,21.697529,72.988195,Bypass Road,National Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Head-On,Bridge,Foggy,Daylight,Good,Unknown,2023-05-17,2023,5,15,Wednesday,May,0,0,0,Afternoon
ACC00238,Anand,Petlad PS,2021-07-26 10:23:00,21.294624,69.593977,Bypass Road,District Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Rollover,Curve,Cloudy,Dawn/Dusk,Moderate,No Seatbelt,2021-07-26,2021,7,10,Monday,Jul,0,0,0,Morning
ACC00239,Bharuch,Vagra PS,2022-07-27 14:11:00,24.604653,73.229401,Expressway,National Highway,Minor,0,0,0,2,0,0,0,0,0,0,Side Impact,Speed Breaker,Cloudy,Dawn/Dusk,Moderate,Signal Jumping,2022-07-27,2022,7,14,Wednesday,Jul,1,0,2,Afternoon
ACC00240,Anand,Borsad PS,2021-10-03 20:33:00,21.552345,69.681136,SH-41,Rural Road,Minor,3,0,0,2,0,0,2,0,0,0,Rollover,Unknown,Clear,Night - Street Light On,Good,Wrong Side Driving,2021-10-03,2021,10,20,Sunday,Oct,1,0,4,Evening
ACC00242,Mehsana,Mehsana City PS,2023-02-20 19:18:00,24.500334,72.135658,SH-20,District Road,Minor,0,0,0,1,0,0,1,0,0,1,Hit & Run,Speed Breaker,Cloudy,Daylight,Good,Signal Jumping,2023-02-20,2023,2,19,Monday,Feb,1,0,3,Evening
ACC00243,Gandhinagar,Mansa PS,2024-05-24 20:25:00,22.146533,70.387938,Industrial Road,District Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Rollover,Bridge,Rainy,Night - Street Light On,Good,Signal Jumping,2024-05-24,2024,5,20,Friday,May,0,0,0,Evening
ACC00245,Gandhinagar,Kalol PS,2024-07-07 04:08:00,20.884797,70.3481,SH-20,Rural Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Flyover,Hazy,Night - No Street Light,Unknown,Signal Jumping,2024-07-07,2024,7,4,Sunday,Jul,0,0,0,Night
ACC00246,Bhavnagar,Mahuva PS,2023-07-25 20:47:00,22.694329,72.129028,SH-14,District Road,Minor,4,0,0,2,0,0,0,0,0,1,Side Impact,Curve,Clear,Dawn/Dusk,Poor,No Helmet,2023-07-25,2023,7,20,Tuesday,Jul,1,0,3,Evening
ACC00247,Surat,Udhna PS,2023-12-08 04:22:00,22.561455,71.199169,NH-8,State Highway,Grievous,3,0,2,0,0,1,2,0,0,1,Hit & Run,Flyover,Cloudy,Night - No Street Light,Moderate,Over Speeding,2023-12-08,2023,12,4,Friday,Dec,2,0,6,Night
ACC00248,Vadodara,Manjalpur PS,2023-02-14 07:16:00,22.976486,73.139742,Industrial Road,District Road,Grievous,1,0,0,0,0,0,1,0,1,1,Pedestrian Hit,Junction/Intersection,Foggy,Night - No Street Light,Unknown,Wrong Side Driving,2023-02-14,2023,2,7,Tuesday,Feb,2,0,3,Morning
ACC00250,Mehsana,Mehsana City PS,2022-11-08 02:53:00,20.772004,70.572257,Airport Road,Rural Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Hit & Run,Flyover,Foggy,Dawn/Dusk,Good,Drunk Driving,2022-11-08,2022,11,2,Tuesday,Nov,0,0,0,Night
ACC00251,Anand,Borsad PS,2022-05-22 23:02:00,23.482485,72.29585,SH-6,Urban Road,Minor,1,0,0,2,0,0,1,0,0,1,Hit & Run,Junction/Intersection,Foggy,Night - Street Light On,Good,Unknown,2022-05-22,2022,5,23,Sunday,May,1,0,4,Night
ACC00254,Rajkot,Rajkot Central PS,2024-11-12 12:22:00,21.253203,72.551744,Airport Road,Rural Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Side Impact,Bridge,Rainy,Night - Street Light On,Poor,No Helmet,2024-11-12,2024,11,12,Tuesday,Nov,0,0,0,Afternoon
ACC00255,Gandhinagar,Dehgam PS,2024-02-10 05:04:00,22.167167,71.512117,Bypass Road,Rural Road,Minor,3,0,0,3,0,0,0,0,0,1,Head-On,Speed Breaker,Cloudy,Night - Street Light On,Good,Unknown,2024-02-10,2024,2,5,Saturday,Feb,1,0,4,Night
ACC00256,Ahmedabad,Bapunagar PS,2023-03-05 06:33:00,23.622377,69.883713,Ring Road,District Road,Minor,2,0,0,1,0,0,0,0,0,0,Single Vehicle,Straight Road,Hazy,Daylight,Good,Signal Jumping,2023-03-05,2023,3,6,Sunday,Mar,1,0,1,Morning
ACC00257,Mehsana,Unjha PS,2021-07-22 01:36:00,21.887555,72.031014,Industrial Road,Rural Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Side Impact,Unknown,Rainy,Daylight,Good,Wrong Side Driving,2021-07-22,2021,7,1,Thursday,Jul,0,0,0,Night
ACC00258,Ahmedabad,Bodakdev PS,2024-08-01 01:23:00,24.415922,70.425133,Expressway,National Highway,Fatal,1,0,2,0,2,2,0,0,0,1,Head-On,Junction/Intersection,Hazy,Daylight,Good,Mobile Phone Use,2024-08-01,2024,8,1,Thursday,Aug,3,2,5,Night
ACC00259,Rajkot,Bhaktinagar PS,2024-09-07 07:36:00,20.92293,70.715663,NH-27,State Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Junction/Intersection,Unknown,Dawn/Dusk,Unknown,Drunk Driving,2024-09-07,2024,9,7,Saturday,Sep,0,0,0,Morning
ACC00260,Vadodara,Gotri PS,2023-04-03 16:21:00,22.555942,73.981176,SH-20,Rural Road,Grievous,2,0,3,2,0,1,0,0,1,1,Rollover,Junction/Intersection,Foggy,Dawn/Dusk,Unknown,No Helmet,2023-04-03,2023,4,16,Monday,Apr,2,0,8,Afternoon
ACC00262,Surat,Adajan PS,2022-12-30 04:08:00,24.192277,69.714336,SH-14,Rural Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Head-On,Speed Breaker,Rainy,Daylight,Poor,Overloading,2022-12-30,2022,12,4,Friday,Dec,0,0,0,Night
ACC00266,Gandhinagar,Kalol PS,2022-10-25 21:59:00,20.617637,70.401186,SH-6,Urban Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Side Impact,Pothole Area,Clear,Night - No Street Light,Moderate,No Helmet,2022-10-25,2022,10,21,Tuesday,Oct,0,0,0,Evening
ACC00267,Bhavnagar,Sihor PS,2023-06-22 01:59:00,21.018552,72.873723,SH-41,Rural Road,Minor,3,0,0,3,0,0,0,0,0,1,Head-On,Straight Road,Rainy,Night - Street Light On,Poor,Over Speeding,2023-06-22,2023,6,1,Thursday,Jun,1,0,4,Night
ACC00268,Mehsana,Kadi PS,2021-02-16 10:13:00,21.074626,72.827237,Airport Road,Urban Road,Damage Only,0,0,0,0,0,0,0,0,0,0,Hit & Run,Curve,Unknown,Daylight,Unknown,Unknown,2021-02-16,2021,2,10,Tuesday,Feb,0,0,0,Morning
